painting,domi_emotion,utterance_combined
salvador-dali_rocks-of-liane-first-version,negative,I feel as if there is dark things on the horizon.The dark colors and tone of the picture make me worried about the woman being in the water by herself.The black-and-white tone with the creepy landscape and mysterious woman makes me a little afraid.
theodore-gericault_anatomical-pieces,negative,"The pieces of meat look bloody, and they seem to be decaying.It is disgusting, the butchered parts of body parts all stacked on top of each other.Looks like dismembered bones.The painting depicts a lot of chopped up body parts.This painting seems to depict large chunks of human flesh."
thomas-eakins_a-negress,negative,The little black boy looks like he's in extreme pain.A gloomy looking black lady without clothes on.This woman has a weird look on her face and she is naked. those two things combined make me uncomfortable.
thomas-eakins_illustration-for-neelus-peeler-s-conditions-1879,negative,"That poor kid just wants someone to pay attention to him.There is an air of poverty and resignation about this scene, especially from the child on the floor.A black and white picture of a family sitting on the dinning room of the house, the man is sitting close to the table, while the woman is working on some clothes."
thomas-eakins_study-of-a-girl-s-head-1869,negative,"The woman looks lost in the darkness that surrounds her. like she is contemplating a lot right now.Her face is barely articulated and she is staring down and her edges are fading into a kind of blackness.Clothed in nothing, she drew her folded arms into her chest and looked at the floor."
thomas-eakins_study-of-an-old-man-1911,negative,"The mans hands look wrinkled after a long life of work.The old man's hands are worn from many years hard work.The man looks old and tired. his face lacks detail in his eyes, which is a bit unsettling."
valentin-serov_by-the-window-portrait-of-olga-trubnikova-1886,negative,The sombre lighting and the pose suggest anguish and grief.The young woman almost seems completely dejected and downcast as she stares downward.The woman's hair looks ratty and her facial expression is very sad.
vasily-perov_boy-craftsman-1865,negative,The woman in this photo is barefoot and appears homeless. this is sad.The bare feet and plate make it look as if this person is hungry and poor.The person is on barefoot. seems like he's begging for food.
vasily-surikov_khakasy-with-his-feet-bound-with-chains-1873,negative,"It looks unfinished, with a faint outline of a woman or angel on the left.  with his scraggly hair, the man looks a little forlorn.The expression on this man's face feels like he has been working hard, upset and tired from a long day.This man looks like he does hard labor, since he's wearing the boots of a construction worker."
vasily-vereshchagin_in-defeated-moscow-arsonists-or-shooting-in-the-kremlin-1898,negative,"Men's bodies are strewn all over the ground en mass.The bodies on the floor foreshadow the fates of the men standing along the wall.The piles of bodies on the the ground just under the haze from gun smoke sort of hides the prisoners in the background, but you know what is going to come for them as well."
viktor-vasnetsov_beggars-singer-pilgrims-1873,negative,The expressions of the people surrounding the man on the ground give a real feeling of hopelessness.The brown tones of the mens outfits reflect the colors of the ground.For years the poor have fed the poor.The man sitting down on the ground look extremely distressed as if something bad has just happened.
vincent-van-gogh_cart-with-black-ox-1884(1),negative,"The position of the cattle and the cart makes me think the cow has been overworked.This ox looks very week and feeble. it's legs are so thin, they look like bones.Someone who has worked very hard today....even the cow is tired.That poor cow looks like it has a heavy load on their shoulders. i feel depressed looking at this."
vincent-van-gogh_churchyard-in-the-rain-1883(1),negative,"This cemetery looks very sad in the rain. some of the crosses look like it is sliding into the water.The men are digging a hole into the ground for a grave.Dreary colors, dark figures (mourners?) the size of the grave and number of crosses may mean a mass burial is about to occur.The black and beige colors are depressing and there are crosses in the center with men digging deep ditches. it reminds me of the holocaust.Some people are digging holes for the graves.I'm pretty sure the two men are digging graves, since there is a cross marker placed near them. such a depressing, gloomy looking scene.The painting is just kind of dark. it looks like they're digging a grave or something based on the cross.Well the picture seems to be people like in a grave yard about to be burying a person. also picture is so colorless its just so dull.There is only sadness for what looks like digging graves in the rain.Very bleak, grave diggers against a monochrome background.I feel a tragic sadness looking at this because the people are digging a grave.Everybody is digging up holes for the dead people.The digging of a mass grave with the grim reaper watching.Buckets of rain are falling from the dimly lit sky.It looks like these gentlemen are digging some sort of grave, which is really sad.The subdued neutral tones add to the sadness of this graveyard scence. one man in the foreground is digging with a shovel. a cross and small casket shaped box are visible.It looks like they are digging a grave for someone.Everybody is looking over at the tombstones.The yellow color and the downward brushstrokes all give this image the feeling that the end is near. we're left to wonder if that shadowy figure is the grim reaper admiring his latest work.The sepia tone give a dark uncomfortable feeling.I feel sad looking at this depiction of a burial.  the cross is a nice touch.I grieve for these men digging a grave in the rain as showdowed figgers stoop past behind them.It looks like heavy sheets of rain are falling on the workers outside.Looks like another miserable day for the yard workers.The figures look to be digging graves in a lonely graveyard.Gosh, it looks like they're digging graves. how depressing. however, the color of the painting also gives off a dreary effect, such that if it were done in color with green grass and blue skies i might actually enjoy the work.I feel a tragic, depressed, sadness when i look at this because the people digging seem to be digging a grave. it makes me feel like they're losing something and someone important.A morbid drawing, pencil sketching of a mass grave being dug by only two fellow with others people walking about.The darkness of the picture reflects well with the fact the men are digging graves.The men dig graves, as if people have suddnely died.Heavy sheets of rain are falling on these people working in the field.The scene is sad because someone has died, the colors are drab and it has a lonely figure waiting for them to finish."
vincent-van-gogh_interior-with-peasant-woman-sitting-near-the-fireplace-1885-1,negative,The fact that the drawing is all black and gray makes the scene feel sad along with the fact that you cannot even see the expression on the woman's face. she sort of blurs into the rest of the scene.The black and white is taking all the happy emotion out of it.The woman has a very primitive kitchen so cooking is probably inconvenient for her.
vincent-van-gogh_man-with-his-head-in-his-hands-1882,negative,The man looks sad and miserable like he heard some terrible news that shattered his very soul.The man collapses into his hands as he fills with sorrow.The man's downward gaze me me feel he is suffering a great loss.The man looks like he's crying in desperation.
vincent-van-gogh_mills-in-the-neighbourhood-of-dordrecht-1877,negative,"The windmills, clouds and grass are ominously dark albeit the yellow atmosphere.The dark shapes of windmills give a menacing form over the rest of the field.The windmills on the hillside remind me of machinery and war.The darkness of the sky and everything else is super scary."
vincent-van-gogh_miners-wives-carrying-sacks-of-coal-1882,negative,Here is a 19th century version of bag ladies.Several women carrying heavy sacs on their backs.The colors are dreary and the people are hunched over. they look uncomfortable.I find the hunched backs to be quite sad as the workers all stroll together. the dark birds in the distant seem to be haunting.
vincent-van-gogh_orphan-man-with-cap-head-1883,negative,"A very old man wearing a very sad and teary look on his grown face.The way the old man's back is hunched seems that he has worked too hard during his lifetime. the dark colors seem like he has no life left in him.The man refuses to look at the audience, suggesting self-esteem issues."
vincent-van-gogh_peasant-woman-carrying-a-sheaf-of-grain-1885,negative,"This gray, drab looking woman burdened with a heavy bale of hay looks downtrodden and sad.The worker's expression and the dimly lit scene give it a sad feel.A quick pencil drawing in a moment of this hardworking lady's day."
vincent-van-gogh_peasant-woman-head,negative,"The old woman's face looks very tired, with dark circles under her eyes. she looks like she's had a hard life.The woman has heavy bags underneath her eyes.It looks like she has a shiner underneath her eye.The woman has a blackened eye from an injury and she is ashamed with her eyes looking down.The woman's gaze seems quite downcast and makes me think she has lost something or someone."
vincent-van-gogh_peasant-woman-head-1884-1,negative,"The woman looks like she's very sad about something.The woman looks worn down and depressed.The frown, and the deavy eyelids, make her look sad, or tired, or both."
vincent-van-gogh_peasant-woman-stooping-to-the-left,negative,"This looks like a slave who's back is soo kyphotic from bending over consistently.The woman's back is arched, so she's going to be in pain.It looks like a rough sketch maybe done in haste, but the figure looks to be hurt based on the posture."
vincent-van-gogh_shepherd-with-flock-near-a-little-church-at-zweeloo-1883,negative,"Something in the black shadows and dark outlines surrounding the church seems scary.This looks like an intro or setting for a horror movie. very dark, just waiting for something to come out and grab you for its next meal. the trees look like they are fading into nothing.The church and tree are very dark and when paired with the empty background they seem to ominously loom over everything around them.This scene looks dark and foreboding since the house, trees, and grass are all black.The dark man slowly approaching the building gives me pause as he looks on."
vincent-van-gogh_sorrow-1882-2,negative,"The scraggly hair and the deflated breasts of the female figure, along with her bowed head, do indeed evoke sorrow.The woman's posture looks tired and defeated.The disappointment women often feel about who they are can be very depressing.Sad painting showing a girl who is suffering from depression."
vincent-van-gogh_soup-distribution-in-a-public-soup-kitchen-1883,negative,"The picture is so dark, and the expressions on the people seem very sad, like they don't have much.The people all have very serious facial expressions. the all black drawing adds to the sense of gloom.The subjects appear sad due to their downward casts and solemn expressions."
vincent-van-gogh_st-catharina-s-church-at-eindhoven-1885,negative,The very scribbly nature of this sketch combined with the haunting church and dead tree in the front make this picture a bit anxiety inducing.This is a very creepy looking church looks like a black metal band album cover.Spooky and dark buildings of gray are a bit on the frightening side.
vincent-van-gogh_three-hands-two-with-knives,negative,"I love the drawings and the details of the nails and joints are amazing. it looks like a knife used to kill someone, this is frightening.This drawing looks like depression to me and feels dark.It appears the hands are holding weapons, and i would not feel comfortable seeing this in real life."
vincent-van-gogh_two-studies-of-a-cottage-1885,negative,The shadows and lack of details around the tree make it seem scary.The house looks haunted with the creepy tree in front.The shadows are scary. the house's dim lighting and the creepy trees scare me too.
vincent-van-gogh_weaver-1884-1,negative,"The look on the man's face seems hopeless, like he's been chewed up by life and spit out.The man looks like a shop owner who hasn't had business in a while.The man has a very somber expression on his face."
vincent-van-gogh_woman-sewing-with-a-girl-1883,negative,The dark colors and sketch lines used look like they reflect the young girl sitting sad.The way this child is sitting makes it feel as if she is being neglected by her mother.This little girl looks very sad. the mom is fixing something and the little girl is just sitting  there and appears to be pouting.
winslow-homer_storm-bahamas,negative,The palm trees are about to blow over in the wind.It looks like a hurricane coming take cover.There is a desolate feel to this painting of a dark storm in the tropics.
benjamin-west_elizabeth-calvert,negative,"This picture is blurry and poorly restored, which makes me feel sad.There is a sense of emptiness in her eyes.Her eyes evoke loneliness."
benjamin-west_epponia-giving-bread-to-her-husband-sabinus-in-concealment,negative,I feel fear when i look at this painting because the woman seems to be looking at something that scares her.The family peoples are afraid of something.The young boys are terrifying to look at.The faces look scared or unsure.
francois-boucher_adoration-of-the-magi-1760,negative,There is a suggestion of violence in the scene.The scene in the painting looks quite sad and scary with the men on the left.The appearance of the angel and the way the men hold their arms outstretched toward the baby being held by a woman create a dramatic scene and i wonder if the baby is dying.
jean-baptiste-simeon-chardin_a-green-neck-duck-with-a-seville-orange,negative,"Why are you torturing the beautiful duck, shame on you!The bird hanging upside down is very unsettling.The dead goose and cracked fruit depict death."
akseli-gallen-kallela_boy-with-a-crow-1884,negative,"Boy looks lonely.Based on how the boy is dressed, he lives in poverty and that's saddening.The boy looks like hes in poor condition and not cared for."
akseli-gallen-kallela_old-woman-with-a-cat-1885,negative,Lady looks scary.The old lady is pregnant but looks too poor to buy cat food.The woman's foot looks infected.
alfred-stevens_widow,negative,"The look on the womans face.This woman is dressed in all black, and looks really somber, like she just got back from a funeral.The slumped shoulders and posture make me feel sad because she seems defeated.The figure looks forlorn and sad."
dante-gabriel-rossetti_portrait-of-elizabeth-siddal-1855,negative,"Her downward gaze make it look a if she is sad.The woman's expression screams i don't want this but what choice do i have she almost looks the depressed one gets after a heart break.This unhappy-looking woodcut (by durer?), also makes me unhappy, wondering what the sadness is about.The woman in the painting looks sad or depressed."
edward-burne-jones_the-knight-s-farewell-1858,negative,The man is showing humility and reverence before the woman but the dark colors show no joy.Looks like a loved one has just passed.The two people in the painting look very sad.
eugene-delacroix_interior-of-a-chapel-1829(1),negative,"It looks like an attack is about to take place.The atmosphere in this painting is scary. it's dark and mysterious, and it's hard to tell what's really going on.The high ceiling or outlook of the painting is dark and scary reminding of a haunted house or very scary forest.Very dark colors & something possibly hiding behind the curtain. only a small light in alot of darkness."
eugene-delacroix_willibald-von-glueck-at-the-clavecin-composing-the-score-of-his-armide-1831(1),negative,"They look like crazed madmen who have made some sort of diabolical discovery in an ancient tome.The concern on the one man's face, and the agitate seriousness on the other man's face, highlighted by the dark room is a bit grim.This reminds me of two american soldiers making plans for the civic war."
francesco-hayez_self-portrait-1878,negative,Looks like a tired old man who has spent his whole life working. use of shadows accentuates his tiredness to almost sadness.The man seems as if he is in sadness. he is painting a portrait but seems if he is disturb with a lot on his mind.The man is looking ahead with a look of gloom and despair.
francesco-hayez_the-seventh-crusade-against-jerusalem,negative,It looks like this area has just been ravaged by war or something. it's very sad to see what appears to be so many people suffering.This looks like a war zone and its deadness.So sad all those dead bodies laying on the floor.
francisco-goya_absurdity-of-carnival-1823,negative,This drawing looks somewhat demonic with lots of creature from the underworld fighting with morals.The lack of color detracts from the images meaning and symbolic representation.The people appear to be old and not appealing.
francisco-goya_chained-prisoner-1812,negative,He looks like he is about to be executed.This looks like an imprisoned slave being tortured.I feel sad because this man looks like a prisoner.The man is bound and looks to be in a lot of pain and suffering.
francisco-goya_consequences-of-war,negative,I feel so sad looking at this paintng due to the obvious suffering of this poor man and the direction that his life has taken.Looks like hard times but the true human nature not to just give up and die but do what you need to survive.The man looks poor and not very well. creates a sad feeling looking at it.
francisco-goya_look-how-solemn-they-are-1799,negative,The animals' faces are very disturbing. it looks like all the creatures are filled with suffering.Reminds me of the devil fighting with another.I feel fear with this painting. i see evil when looking at it. i feel the emotions of the characters and the expressions on their faces show fear and anger.
francisco-goya_saturn-devouring-one-of-his-children-1823,negative,"A person is literally being eaten by a larger person, and it's disgusting.The blood on the body that the giant is eating is disgusting.Well this is pretty gross. eating a naked person...Oh my god it's a giant eating a human this is sick."
francisco-goya_self-portrait-2,negative,The painting looks dirty and it doesn't really seem like a lot of time was put into it.The etchings in this are unnerving and the man's expression frightens me.His ego and devious face are very prominent.
francisco-goya_twerp-1823,negative,The faces behind the creature appear to be captured souls.The evil grimace and screaming monsters against a black backdrop is like looking into a nightmare.The smile depicted in the painting appears sinister and also the blackness of the painting make me fearful.The ghastly grin of the giant large creature instills a sense of fear.
gustave-dore_abishai-saves-david-s-life,negative,"The sky is so dark and the ocean looks so rough that i can feel the fear in the people's postures in the rear of the boat.The crowd of people rocking on a sinking ship on rough waves frightens me.On the fierce ocen water in a boat full of men.It seems like there boat crashed and now they are all sinking into the sea.Very dark and fearful, the boat is too full, the rough waters are going to cause the boat to tip over."
gustave-dore_bertram-de-born,negative,"The guy without a head is frightening.  the other men appear defeated.This painting is dark, there is death and sorrow among the people.  the man who is holding his head is the main feature you focus on.The dead bodies as well as the man holding his head create a sense of foreboding."
gustave-dore_death-of-baldwin-i-the-latin-king-of-jerusalem-1877,negative,"The man laying down looks as if he is dying.Its as though they are taking care of a fallen king.It saddens me to look upon such a mega portrait of a war zone.A dark scene of a large number of knights templar. someone in the foreground is dying. many are attending him directly, but it looks like the others are gathered to honor his passing, with their bowed heads and somber demeanor."
gustave-dore_don-quixote-30,negative,Its very creepy and gives off a demonic vibe.Don quixote sitting upon his skinny horse and his side kick following along.  this seems like a spooky scene though with the silhouette showing in the distance.A shadowy figure on the horizon appears to be emerging from the clouds.The dark colors make you fear the worst with the figure lingering in the darkness.That shadowy figure in the distance looks dangerous.
gustave-dore_don-quixote-78,negative,This looks like a ferocious battle where people are fighting in hand to hand combat.The faces of the men look absolutely lifeless and the depiction of war is too present.There is a lot of violence and grimacing faces in this images. the monochromatic color scheme allows the viewer to focus on the faces in more detail. nobody is happy.
gustave-dore_isaiah-s-vision-of-the-destruction-of-babylon,negative,The darkness of the painting makes me feel scared because it looks like the town has become desolate. almost like the coming of the end of the world.The dark sky and empty crumbling stones are like a  premonition of doom.This looks like a dark image of a ghost ready to attack a sleeping city.
gustave-dore_paradiso,negative,The imagery is very dark and gloomy causing fear in me as i look at this piece.The building in the back has a spooky feel.The dark skies white dragons flying around is a bit scary.
gustave-dore_the-confusion-of-tongues,negative,"I have no idea what this is, but definitly something to worship.This picture looks scary because everyone looks very distraught.The dark colors in this makes it feel chaotic."
gustave-dore_the-conversion-of-st-paul-1866,negative,The men are being killed by other men and that is sad.The sun rays make this look depressing.There is a lot of death and depression in this picture. i feel bad for the man who is on the ground shielding himself.
gustave-dore_the-daughter-of-herod-head-of-john-the-baptist,negative,This painting shows a daughter receiving a head on a platter which is pretty disgusting.A woman reaches out and touches a decapitated head.The man's severed head is disturbing and disgusting as it portrays a horrible execution.The violence juxtaposed with her serene posture.
gustave-dore_the-death-of-jezebel,negative,"They are throwing down a woman from the window high above onto a lynch mob on the ground.The people are being thrown out a window on top of the men below with weapons.While i realize, given the caption, that this is jezebel and she did some evil things, men have done far worse in the bible and were not thrown to the dogs. fuck sexism."
gustave-dore_the-eagle,negative,"The flight of the eagle stands out against the straight lines of the sun's rays.  it is  a fearful situation.It is kinda weird and creepy seeing a bird carrying a human.The strong blacks and the sack in the bird's mouth look scary.The bird is carrying a human body either to or from heaven, conjuring my fear of death.The eagle looks terrifying and the captive looks so prone."
gustave-dore_the-gluttons-forese,negative,"A woman tending to fairly thin men being addressed by a king.It makes me sad because it looks like there are a number of starving wretches hiding behind a rock - they look desperate for food.Different classes of people,looking down on folk.The figures below cowing makes this feel sad.The people at the bottom of the tree are skeletal looking sick and famished!"
gustave-dore_the-inferno-canto-18-1,negative,The place looks very scary and it bothers me a lot.This is a representation of hell and how you are stuck in eternal agony.This is a reprensation of hell and how the afterlife can be hard.
gustave-dore_walter-the-penniless-in-hungary,negative,"The ravages and pillaging of war depicted make me fear for my life.This makes me think of a more primal and savage time in history.This looks like a war scene and based on the title, it looks like many people were killed."
ivan-aivazovsky_hurricane-at-the-sea-1850,negative,"The sky is dark, the waters are rough and the ship appears as though it is about to topple over.The fierce waves and dark clouds remind me of violent storms.The boat is at an angle that i fear it may capsize."
ivan-aivazovsky_night-in-the-ukraine-1871,negative,Looks like we are in the end of time.I would hide under that tree until the coast was clear.The moonlight shining over the dark ground makes for a frightening sight.
ivan-aivazovsky_sea-1895,negative,"You can feel the fear from the crew as they pray to survive the storm.The dark skies make for a rather foreboding scene in my opinion.Despair looms over the entire painting, which seems to depict a shipwreck at center right, revealed as the sun splits through a cloud."
ivan-aivazovsky_sea-on-a-moonlit-night-1858,negative,"The lighting is very dramatic, it looks like those waters are very treacherous.This looks like the setting for a horror story set out at sea. the moon, the dark shadows, the slant of the ship, and the rough waves give a foreboding atmosphere.The dark background and violent waves appear to be threatening the ship."
ivan-aivazovsky_tempest-by-coast-of-nice-1885,negative,The stormy waters seem angry and hungry for this ship.This makes me scared that the ship in this storm will sink.The view of the ship in the distance surrounded by fog in the middle of a storm out at sea.
ivan-aivazovsky_the-rescue-1857,negative,I can almost hear the waves crashing against the rocks.It looks like a haunted island because of the scary dark clouds.The darker tones in this reminds me of a horror movie.
john-collier_the-last-voyage-of-henry-hudson-1881,negative,These people are lost at sea or something. they are in despair and worried.The kneeling young boy appears to be begging for money and seeking assistance.These people appear to be in great distress as they are sailing into danger.This is a rough journey between icebergs and the boy seems to be pleading.
john-everett-millais_st-bartholemew-s-day,negative,The light and shadow feel threatening and the man seems to be grasping the nun tightly.  he is a threatening figure.  the iron door also feels gloomy and foreboding.  in contrast are the flowers and the monk standing in the doorway.  the composition of the scene is unsettling.A nun is on her knees embrasing a man with a sword.It looks like this nun is begging this solider to not go forward; it is heartbreaking to see.
karl-bodmer_fort-pierre-and-the-adjacent-prairie-1839,negative,"The empty fields makes me feel rather sad and depressed, and lonely.The dark colors and how the land looks descolete.The black waters and gray sky makes the scene seem negative and depressing."
karl-bodmer_ruined-towers-overlooking-the-rhine,negative,"The clouds make it look as though we are in the midst of a storm.The grey tones and the movement of the trees and bushes seem to portend a storm brewing in the distance. the colors are foreboding, and the clouds are aggressive.The menacing grey clouds cover the sky causing a feeling of unease in the upcoming forecast."
konstantin-makovsky_russian-beauty,negative,"She looks so sad, like she is trapped in a life she does not love.The women in the painting has such a sad face.The woman's facial expressions are so serious and sad; it makes me sad to look at.The details in the eyes bring a sad look to this girl."
konstantin-makovsky_tamara-and-demon,negative,A woman dressed in a white dress is laying down while a guy with black wings is holding her.The dark wings of the angel is very scary.The dark colours contrasted with the seemily dead woman and the winged creature give me the creeps and make me feel fear.
orest-kiprensky_portrait-of-a-sister-anna-schwalbe-1807,negative,"The woman's eyes are closed, as though she's really tired.Although peaceful the woman also looks as though she has been defeated.I feel this figure is both elegant and melancholy, as everything seems to skew sadly downward in this painting.The woman's gaze has fallen to the ground and the angry lines around her neck suggest her emotional pain."
paul-cezanne_preparation-for-the-funeral-1869,negative,"The one person looks like a pasty white skeleton or ghost.The man appears to be dying, and the old woman may not be too far behind.The man lying down looks like he's dying, since his skin is such a ghastly shade of green."
paul-cezanne_still-life-with-skull-candle-and-book-1866,negative,"A human skull is on the table as an offering to the gods.I'm unsure what the meat-looking substance on the table is but with the ominous skull behind it i'd assume it's something disgusting.It's digusting to see a skull, and what appears to be a heart, on a table."
pavel-svinyin_at-the-plantation,negative,"On a gray day, an overseer forces two young enslaved children to work hard chopping wood with axes in hand.I feel angry because a wealthy, well dressed man is watching two girls doing physical labor. i feel like he is a feudal lord and even lascivious to some extent.Seem to represent an historical american slave scene. make me anger."
taras-shevchenko_stone-crosses-in-subotiv-1845,negative,"The crosses buried in the ground drive the point home that there is an end to every event.The yellow tones make the gray tones of the structures stand out.Just two headstones, nothing on horizon.  blank canvas surrounding the headstones."
thomas-cole_tree-in-the-catskills-1844,negative,"The bark on the tree is black, so it looks deadly.I normally don't believe in ghost stories, but this tree at sunset is a nightmare in real life.It is completely dark in the woods and there's no easy way out."
vasily-tropinin_not_detected_241125,negative,The bird in dark colors mimics its sad open winged death.I feel sad for the dead bird lying on the table like a piece of meat.The dead bird is quite grotesque as it lays upon the wood. i feel terribly for it.The dark colors in the dead birds seems gloomy.
viktor-vasnetsov_oleg-s-farewell-to-his-horce-1899,negative,"The downward gaze of the ruler almost appears like he must soon make a terrible decision.Fine detail in the figures and horses are lovely - expression of the ""king"" evokes feelings of loss and sadness.The man beside the horse looks sad with his head held down low."
william-holman-hunt_the-importunate-neighbour-1895,negative,The man is banging his head against the door in regret.The man is posed as if he has been cast out of his home.The man is begging at the door for his wife/lover to allow him back home.
william-turner_shade-and-darkness-the-evening-of-the-deluge,negative,"A thick, fuzzy, dark green splotch is hovering overhead.The swirling brush strokes and the dark area that is broken by light feels ominous and foreboding like something is hiding in the darkness.The darkness in the sky and the line of birds are ominous."
william-turner_the-burning-of-the-houses-of-parliament-1,negative,"Makes me think of historic fires that gutted cities.The red color looks like big fire, so much negative.It's so obvious that the bridge is burning down, even though it's sort of beautiful it's terrifying."
albert-bloch_pilgrims-in-the-snow-1925,negative,"This painting saddens me because it looks like many lost souls wandering in confusion.The figures seem to be in mourning.Beautiful painting, but it appears to be a bunch of people freezing in the cold, which makes me sad.All the people look miserable."
arnold-bã¶cklin_astolf-rides-away-with-his-head-lost-1873,negative,"A headless horseman chasing a wondering ghost. trying to catch him before he approaches dawn and they both vanish forever.I feel like they're running away from danger and it makes me tense.The overall feeling of the painting is dark and disturbing.The scene looks unclear, but the colors used and the action of the horse suggest violence."
arnold-bã¶cklin_meerestille-calm-sea-1887,negative,"This picture looks random and the colors and scene are gross.Bird poop, blood, pain, nakedness, what is not disgusting?Nakedness, blood, being pooped on by birds.  all kinds of yuk."
arnold-bã¶cklin_self-portrait-with-death-as-a-fiddler-1872,negative,"It feels ominous because of the colors and the skeleton hanging on to the subject.I feel fear for the man in the painting with the skeleton leaning on his shoulder.Looks like death is on his shoulders, creepy.An animated skeleton menaces a still-living man with the same music that made the skeleton become undead.He has a frightened expression on his face."
arnold-bã¶cklin_the-ride-of-death-the-fall-and-death,negative,This is dark and looks like something could be lurking in the shadows.Extremely ominous looking.The dark trees and bushes give this painting a creepy feeling.
felicien-rops_st-therese-as-a-philosopher,negative,"The person wrapped around the guy nailed to the cross is obviously upset. she's sad for her loss.I get the biblical reference here, but i fail to see how this is art.The woman is hugging against the guy who is tied on the cross.There is a suggestion of extreme mourning."
fernand-khnopff_baroness-fernand-van-der-bruggen-1900,negative,"The woman’s body just seems to fade away into nothingness at the bottom of the painting.I feel sadness because of the bland and almost transparent look of the image, but also because the person in the image does not look happy and instead looks like he/she is just enduring something.The clouded color clouding the woman's face make me think that she is fading away."
franz-stuck_landscape-with-storm,negative,"The bend in the trees indicate a windy storm coming in as well as the clouds.Looks like a bad storm is coming in, makes me feel a little on edge even though it is just a painting.The color of the sky seems sinister and the way the wind is blowing the trees evokes fear."
franz-stuck_medusa-1892,negative,"The look in this woman's eyes is absolutely terrifying. i also hate how her hair is made of snakes. no thanks.This picture is just scary, she looks evil with the crazy eyes, black colors, and snake around her head.She looks as if the snakes are going to eat her or if she's becoming one with the snakes."
gosta-adrian-nilsson_young-man-with-death-1908,negative,"The figure standing behind the naked man in front is horrifying and menacing. the figure is dark and looks evil. the man in front looks unaware, and there is a feeling of fear for the man and what is to come.The demon is holding the man and forcing him to do his bidding and the man doesn't even seem to realize he's being controlled.The man looks to be trapped by death, and his facial expression looks like he is worried.It's scary to see how something that ugly is right behind that naked man."
gustave-moreau_salome-carrying-the-head-of-john-the-baptist-on-a-platter,negative,The darkness of the picture and blood pooled on the floor with a head in her hands gives a feeling of disgust.The head on the platter is very sickening and disgusting.The woman seems to have no remorse for the beheaded man.
harry-clarke_tales-of-mystery-and-imagination-by-edgar-allan-poe-1923-17,negative,"Kind of creepy.a bound figure with rats looks like horror.A man is tied up and naked, and rats are crawling all around. the black and dark grays are ominous and gloomy.The figure and colors of the painting makes me feel uneasy."
jacek-malczewski_death-of-ellenai,negative,"The man kissing the sleeping woman's foot is disturbing.Gross. the earliest expression of a foot fetish? to each their own, i suppose but not for me.The positioning of the perspective make the affections appear unwanted and unsolicited.Woman appears dead. she has dirty clothing and body, yet the man is sucking her toes."
james-tissot_miriam-shut-out-from-the-camp,negative,The painting makes us feel sad as we notice the barefooted homeless person sitting in the doorway.Darkness and shadows make the person look sad or lost.The shading of the photo depicts the struggle of the individual in the photo.This painting makes me sad because the woman is barefoot and looks to be homeless.She looks very hot and un comftable sitting there.
james-tissot_the-ark-passes-over-the-jordan,negative,This death scene painted in black and white is sad.The cplors are black and white and the people look like they are carrying a coffin.Those people look sad and burdened. it does not look like their lives are enjoyable.The way these women are carrying this object motionless and emotionless bring a sadness to this piece.
james-tissot_the-taking-of-jericho,negative,So many armed soldiers poised to attack a walled city leave me in fear for the inhabitants.The invading army and the smoke from a fire in the city made me fearful of the danger of what is happening.The battle has begun.  the day is at hand.  marching on like ants doing their work.
jan-toorop_fatality-1893,negative,"The dark ruler has possessed and not controls the women.All the really thin women look creepy, especially the one that looks like she is possessing the man.The woman look like demons, and the man looks terrifying."
jan-toorop_o-grave-where-is-thy-victory-1892,negative,"The dark colors and ghost like shape of the women.The sinister figures on the right are terrifying.The dark shadowing is the first thing i noticed and it's used a lot. at the top the shadows make it look stormy, there is the hole at the bottom of the picture that is scary, and there are also the faces in the shadows on the right. the vines, bent tree branches, and what appears to be the hands of one of the shadows are also creepy."
koloman-moser_pieta,negative,"Very realistic details in the hand covering the grieving face. the hair on the deceased man could have been more detailed, adding depth and emotion to this piece. the neck and collarbone areas look very strange, but it portrayed exceptionally if you believe this is jesus, who was crucified. the details would be congruent with someone who died on a cross.  the mishapen appearance of the muscles holding the arms in that position for so long, until death.Looks like a man crying over a dead guy on the table. this makes me feel so sad. why would someone want this painting.The man lying down is probably dead, being mourned by someone who loved him.The woman's hand on her face really evokes sadness and grief over the situation."
konstantin-vasilyev_not-detected-272787,negative,"Jesus dying and nailed to the cross, its hurtful seeing this, makes sad.He looks so sad, and his hands are scary.Beautiful piece that is sad and stunning, the red really brightens up this painting.It makes me feel a great deal of sadness remembering how jesus had to die for our sins."
kuzma-petrov-vodkin_1919-alarm-1934,negative,"It is evident that this family is afraid of something, as the woman an child hide behind the wall and the man peers outside.The family looks like they're afraid of something.The man is peering through the window as if expecting something while the woman and child appear anxious and scared. the woman is holding the child as if to protect her."
kuzma-petrov-vodkin_sevres-1908,negative,"The black and white colors and shadowy trees make the painting look ominous.The shadowy grayness puts a sense of gloom over the image, and makes you feel like bad things are going to happen.The dark coal colored landscape and house seem eerie and isolated."
leon-spilliaert_dog-in-the-snow-1913,negative,"It looks like i'm looking at a dead animal.The black dog is malnutritioned and has mangy hair.The cat looks skinny, all alone, and unwanted.  it makes you feel sorry for it."
leon-spilliaert_girls-on-a-dune,negative,It looks quite stormy and cold on the cliff.Dark colors two women looking out over the ocean a little dog on the leash reminds me of the women waiting for the sailors to come home.The women and ground are painted in dark shades.
