painting,domi_emotion,utterance_combined
gustave-dore_the-lost-cow-1852,awe,"I'm in awe of how people can paint things this realistically.  why are there cows on this mountain?As the cow looks out across the wilderness it inspires a desire to reconnect with nature.The steep snowy mountains contrast with the green of the forest, leaving the viewer in awe of nature.How the cow is standing on the edge of the beautiful mountain range. the right mix of red, blue & green bring out the beauty of this painting."
henryk-siemiradzki_portrait-of-ludwik-wodzicki,awe,"The man looks imposing with his tall height and black uniform.The sash hes wearing was painted perfectly, so beautiful!Amazing detail in the face and clothing. a very focused portrait of someone, impressive work."
ivan-aivazovsky_after-the-storm-moonrise-1894,awe,"Majestic scene of a small boat sailing in the moonlight.The clouds and rain look like a hugely powerful storm in in full swing, it's scary.The way the moonlight reflects on the clouds and waves."
ivan-aivazovsky_calm-on-the-mediterranean-sea-1892,contentment,"The sun is bathing the whole scene in a warm glow, since its rays dominate.The still water looks very calming.  the person taking a break on the shore looks very at peace.The setting sun is creating a wonderful variety of colors on the ocean, making for a pleasant sight.The sun shining down on the calm sea makes me seem calm as well."
ivan-aivazovsky_chapel-on-the-beach,awe,"The cloudiness of this scene makes it seem dreamlike, and the overall feel just seems that you are getting a glimpse into another world.Spectacular moonlight reflecting off the water is awesome.The sunset is so beautiful on this little edge of the world."
ivan-aivazovsky_fishermen-returning-near-naples-1874,excitement,"It makes me feel very adventerous.The boat is pulling into shore greeted by someone with their arms wide open, it seems like a happy reunion.It makes me feel excited because it does bring the memory of fishing to me."
ivan-aivazovsky_italian-landscape-1858,contentment,"The calm water and beautiful blue hues in the sky appear serene.There is a calmness that comes over me looking at the sunshine reflect off the water.The clouds are full and puffy, and the people seem perfectly still and calm in the boat.The clouds and water are beautiful."
ivan-aivazovsky_malta-valetto-harbour-1844,contentment,Love scenes like this that we never see today with olden ships coming in to harbor.The ships appear to be sailing beyond the horizon for an adventure.This painting makes me think of a relaxing day next to the water in the warm summer weather.
ivan-aivazovsky_ship,awe,The large sails on the ship look spectacular. if one saw this sweep up onto the water's horizon it would create a sense of wonder at it's beauty and function.The ship looks grand and powerful as if returning from a great voyage.The majesty of the ship and its masts is a sight to see coming up to the shore.
ivan-aivazovsky_ships-of-columbus-1880,awe,Love the color use to create the feeling of fog and heavy air.This makes me think of a replica of a christopher columbus ship i got to go see.Old school boats that remind me of tough times.Brilliant morning light reveals majestic ships on a placid ocean.
ivan-aivazovsky_the-island-of-rhodes-1861,awe,"The whole painting seems to be glowing as if it is on fire.  you almost feel that the fire could burn if you looked at it too long!The yellow hue of the sun setting makes for a surreal scene.An absolutely stunning medieval city, with two large towers standing prominently in the skyline - this landscape looks so much better than the concrete & glass industrialized landscapes we see today."
ivan-aivazovsky_view-of-the-bosporus-1878,awe,"This is a very beautiful tapestry of color and tranquility, that brings the viewer into the scape.Pushing off to sea at dawn to work for a full day of wages.The muted white color across the painting and around the ship feels like fog has settled in on the water."
ivan-aivazovsky_view-of-tiflis-1868,awe,"The sunlight begins to cascade over the city as it breaks over the mountain.So much detail in the buildings, it almost looks like a photo.The way the colors play so well of each other just makes you forget the day."
jan-matejko_henry-valois,amusement,The man's facial expression and the awkwardness of his hat are funny.The mans black hat makes him appear to be fun.Foolish man posing for pic and trying to imitate his fav.actor by tilting his hat.This man seems very confident in his silly hat. it makes me laugh to see this.
jan-matejko_lukasz-dobrzanski,awe,"The medals on the label and the man’s advanced age depict accomplishment and respected status.The lighting across the face and clothes, the wrinkles around the face are really good.The beard has a lot of detail."
jan-matejko_portrait-of-alfred-potocki-1879,awe,"He has a completely black suit that perfectly conveys the texture, like i can feel it.The lighting is impressive and the technique used to depict the clothe's texture as well.The man in the painting appears to be one of prestige, and is being honored by being portrayed.This piece looks so realistic its astonishing. his clothing in particular is so well done."
jan-matejko_st-mary-s-church,awe,Such a great medieval city.  what it would have been like to walk by that amazing church as it was being erected!The buildings architecture is beautiful and the town looks very well crafted.I love the subject matter and the colors are very vibrant.
jean-leon-gerome_summer-afternoon-on-a-lake,contentment,"It's very calming to see the perfectly still water while people are enjoying the weather and fishing.The calm of the water and the green tones give this piece a serene feeling.I think the artist has painted the still water very well, making for a peaceful painting."
john-atkinson-grimshaw_silvery-moonlight,awe,The coloring and setting in this picture make me want to go find it and walk down it. i seems so peaceful.The bright glow of sun in the coudy white grey sky. the houses with glowing orange lights radiating from the inside of the house gives a nostalgic feeling. the long stretch of grey blue still water make the painting have an infinte feeling.The details in the painting are gorgeously realistic that it almost looks like a photograph.A full moon on a rainy night looks rather quiet and peaceful.
john-constable_east-bergholt-church-1811-1,awe,"The sky is calm, the building it beautiful and well taken care of.The amount of detail around the chapel is impressive and the lighting is superb.I love the look of the building and find it very interesting."
john-hoppner_mary-robinson-as-perdita-1782,awe,"The pale skin tone brings attention to the eyes and rosie cheeks.The red in the background is a striking contrast to the black and white of the subject.The woman is pale and beautiful, her clothing expensive and rich in taste."
john-hoppner_portrait-of-harriet-viscountess-duncannon-with-her-sons-1787,awe,"The deep reds of the blankets seem to wave quite beautifully in the distance.A lot of warmth radiates from this painting, the joy of the family and the soft colors brings peace of mind.The slight view of the sky reminds me the god is in the details.The mother has her hands full as she attempts to entertain both children."
john-hoppner_sir-ralph-abercromby-1798,awe,"This man looks very distinguished. i like the details on his shoulders of his jacket.Stoic and proud, the weathered soldier displays courage and strength.The man's fancy red uniform and wavy white hair makes him seem imposing."
john-william-waterhouse_gather-ye-rosebuds-while-ye-may-1909,contentment,Two women by the stream picking white flowers.The two colors of the dresses and the grass is peaceful.These three girls feels like happiness and joy while picking flowers in a beautiful landscape!
john-william-waterhouse_psyche-entering-cupid-s-garden-1903,contentment,This woman's soft pink dress looks so comfortable and light.The scantily clad woman surrounded by flowers is always a relaxing and inviting viewpoint that makes one feel content.The pastels are sensuous and attractive on the eye.
joseph-wright_a-cavern-evening,awe,This painting is breathtaking and very calming. the way the light reflects on the water my imagination can see many different images.The view from inside the cave rather than outside is unique.The light emanating from the end of the tunnel reminds me that hope is always present.I like how there is beautiful white light at the end of a dark tunnel.
joseph-wright_sunset-on-the-coast-near-naples,contentment,The coloring and contrast of the sunset.As the sun rises a single boat can be seen as some one fishes.The mix of dark and light colors looks very beautiful.The clouds seem to make an arched curtain over the lonely boat in the water.
joseph-wright_view-in-matlock-dale-looking-towards-black-rock-escarpment,contentment,"A beautiful view of trees and mountains in the fall.This painting is bathed in the warm, mellow glow of sunlight.This looks like a friendly and welcoming valley."
joseph-wright_view-of-the-lake-of-nemi-1795,contentment,Looks very peaceful and quiet. i could live here.The sunset looks very calm and the man on the horse seems to be enjoying it.Its a nice warm fuzzy filling painting with the donkey roaming in the beautiful sunset. looks peaceful.The calm clear waters and clear sky makes me feel relaxed and calm.
karl-bodmer_view-of-the-godesburg-and-the-seven-mountains,awe,"Amazing, like coming across a forgotten place high up in the hills that man hasn't touched in years.The castle sits atop the hill  surrounded by a meadow.This picture reminds me of a scene from a fantasy novel.  i love how the artist drew the castle on the hill.  it is the centerpiece of the painting for me."
karl-bodmer_young-amerindian,awe,"The look on the man's face and his posture make me feel in awe of him.This indian has painted his face bright red for war and is displaying his weapon of choice in his arms.Awesome/reverant native american or other indigenous man depiction in a regal pose, well dressed in his people's garb, fur and rifle. could have been any warrior across multiple cultures.Powerful painting showing a man dressed in his cultural aboriginal clothing."
karl-bryullov_portrait-of-captain-a-m-kostinich(1),awe,"The general has very straight posture, suggesting he's well-respected.The artist has recreated a very lifelike looking picture of a man.The man's confident expression and military uniform makes him seem important."
karl-bryullov_portrait-of-v-a-kornilov-on-board-the-brig-themistocles,awe,"The man looks dashing with his military uniform and well combed hair.This man looks confident and important, since he's wearing a stately jacket.The man standing there with the uniform is very imposing."
konstantin-makovsky_cup-of-honey,awe,"The detail of this painting and the regalness of the woman inspires awe.The woman's veil looks like it's been decorated with thousands of jewels.The headdress on this woman makes her look so majestic and regal to me.This woman looks like she's very wealthy, since her clothing is so highly decorated with jewels and embroidery."
konstantin-makovsky_female-portrait-6,awe,"This woman looks very elegant since she's wearing a velvet and lace dress.The looks like it's made from black velvet and it stands out , its a good contrast to the golden/green background!The woman's face and hair is painted very realistically."
konstantin-makovsky_in-the-garden,contentment,"The sunlight is bright behind the subject. she is sitting in the shade. i like the yellow hat against the dark thick tree trunk, and the white dress as a contrast to the black hair.  you feel drawn to this figure because of those contrasts.The girl's sad facial expression makes me want to go give her a hug. i feel bad for her.It's a quaint scene out in the garden as she rests."
konstantin-makovsky_romeo-and-juliet,contentment,A couple sit within a varanda overlooking the sea.The presence of these two lovers seems quite lovely. i appreciate the colors that both wear.A man sits with a woman by the window over looking the sea.I imagine being able to look out the window at see the ocean while being with someone i i feel romantic about.
lev-lagorio_an-old-mill-1859,contentment,The mill scene looks very calming. the colors are a nice mix with the green trees contrasted against the trees building.A beautiful summer house with a lake right behind.Looking at the old mill makes me feel at peace.The water mill and clear sky makes me feel peaceful and meditative.The trees and the stillness perceived in the paiting give me a sense of calm.
lev-lagorio_moonlit-night-at-neva-1898,awe,The streaking light on the water makes me look into the unknown like the person on shore.I feel such peace and calm viewing this boat on the water at dusk.This is so gorgeous. i love the detail and scenery. it's so real it's like a photo of the past.
louis-janmot_po-me-de-l-me-18-r-alit,awe,"The colors are so beautiful, i love her dress and the mountains in the background.The bright burnt orange of the woman is quite lovely and the backdrop is quite lovely.This is a raw moment with a woman's grief, a striking contrast to the peaceful and bright surroundings."
maxim-vorobiev_view-of-church-of-the-nativity-in-1833-1833,awe,"It looks like a very ornate temple or building.This is a solumn scene. the artist illuminates the beige cavernous interior to give it a golden hue, conveying a sense of specialness.Beautiful chandeliers are hanging from the wide ceiling.The onlookers seem to hold this event as something holy and sacred."
maxim-vorobiev_view-of-the-military-telegraph-near-varna-1829,awe,"The greens and blues of the valley are very majestic and make one long to see it.The viewer's vantae point is far away, creating an impressive landscape and feeling of viewing an important event.I think this imagery is quite beautiful. the site of a common symbol across the river would be calming."
maxim-vorobiev_visiting-two-arabian-sheikhs,awe,"The arch tells us that there is something important within it. interestingly, we are in the inside looking out.I love the red colour of the men's clothing and the patch of blue sky in the distance.The shape of the archway done in bricks is fascinating."
nikolaos-gyzis_couple,excitement,"The woman and the man look like they are watching something very interesting.These two ladies wear mile long grins and seem to be moving.The man and woman appear to be having a good time together, which is arousing."
orest-kiprensky_landscape,awe,"An amazing piece of work with what was probably just a black pencil and chalk. i love the way the artist made the reflection off of the pond and the painstaking way he drew the leaves in the trees.The half statue at the front with the dark colour background makes it very outstanding and i feel very awe.The black and white and the bust makes me feel like this is a tribute to someones life, like life is grim without whoever is the bust."
orest-kiprensky_portrait-of-a-boy-1819,contentment,"The boy looks very happy and healthy.The little boy is laughing to himself, as though he knows a secret.The smile on the face of the ginger-haired boy is contagious."
orest-kiprensky_portrait-of-a-kalmyk-woman-bayausta-1813,amusement,"The expression on the boy's face is interesting. i also like the lines used in the background. they bring death for me.He looks a bit like a boy who's pulled a prank and has to wear the hat as punishment, based on his expression.That cap looks absolutely ridiculous. the little boy's bashful expression makes this image, though. i love it. it makes my laugh out loud.This little kid's hat is absolutely ridiculous! i can't believe people used to wear stuff like this!"
orest-kiprensky_portrait-of-an-unknown-woman-with-a-kerchief-on-her-neck-1829,contentment,This woman is really beautiful...i really like the detail added to her hair to make it look shiny.The woman has a confident facial expression and she is looking over her shoulder.The woman looks very elegant since her hair is spun up on her head.Her face is beautiful and her clothes and hair are perfection.
paul-delaroche_marquis-de-pastoret,awe,"I feel in awe of this heroic painting of the dramatic and historic figure, talleyrand.The man’s red silk scarf is incredibly long.I like how the red in the background matches the reds in the shimmering garments."
pierre-paul-prud'hon_dominique-vivant-denon,amusement,The man has a comical smirk on his face even though it is a formal portrait.This guy's smile is a bit silly. he almost looks like he is holding in laughter.The smirk on the man's face is that of haughtiness.
richard-parkes-bonington_venice-the-grand-canal-1827,contentment,Nice village in italy where people live on the water comfortably.The scene looks like venice since the whole city is underwater.The canals are quite lovely and i appreciate the rich blues of the sky as they peak through.
rudolf-von-alt_the-bay-of-cattaro-in-dalmatia-1840,contentment,"A grand and tranquil landscape. the slightly muted colours show us this a pleasant day with hope for the future as far as the eye can see.The mountains resemble glowing white crystals. it's very pretty.I love the mountains in this, they are drawn well and give depth to this painting."
rudolf-von-alt_the-castle-of-san-lorenzo-in-ragusa-1840,awe,I feel a sense of awe from what looks like a powerful fort on top of a towering mountain.The castle perched so precariously is so very interesting.The large boulders in the hills make me feel awed at their size.
sir-lawrence-alma-tadema_bluebells,contentment,The woman is in a field with thousands of lavender flowers.Her sister is not very good at hide and go seek but it's just fun to get out in the woods for a change anyway.The women look like they have been waiting for someone and they see them off in the distance. the woman laying on the blanket has a look of happiness or relief on her face.
sir-lawrence-alma-tadema_portrait-of-the-singer-george-henschel-1879,contentment,"The joy of music is seen in the expression of the man.This man's face is calm, almost smiling, he appears to be enjoying himself.The young man was confident that the young lady would accept his proposal."
taras-shevchenko_architectural-project-of-private-house-facade-1860,contentment,The yellow roof reminds me of a piece of gum.Super simple sketch type piece that looks like it'd live on a postcard. neat and focused for a content look.The paint looks very rectangular and specific in measurements.I find this sketch of a small yellow house to be very unique. i like the blue windows most as they stick out due to their color.
theodore-chasseriau_the-tepidarium-1853,excitement,I am excited by the erotic nature of this painting of a woman baring her breasts to the crowd.The single womans body looks like she is glowing in the sunlight as she is preforming for everyone.This painting makes me feel stimulated and energetic.
thomas-cole_distant-view-of-niagara-falls-1830,awe,The trees have red leaves and the waterfall looks so beautiful.The way the light seems to hit the falling water is quite beautiful.This is a beautiful scene of a waterfall surrounded by the colors of autumn leaves.
thomas-cole_italian-scene-composition-1833,awe,I feel a sense of awe from the backdrop with the small people in the foreground.The tree is so much taller than any of the mountains or cliffs.This scene is amazingly life like i feel like i could step into it and dance with the people on the left.
thomas-cole_study-for-the-cross-and-the-world-1847,excitement,Huge viewpoint into the sun above. clear day above a strip of land then sea. lovely and exciting piece that brings one to peace here.I am excited by the contrast between the tiny human figures and the bright sun in the middle of the picture.The person looks so small compared the scene before them. the individual captures all the light.
thomas-cole_sunset-of-the-arno-1837,contentment,"I feel content looking at the boat, the still water, the green trees, the tower and the sun setting.This makes me want to be on that boat, relaxing and watching the buildings go by.The setting sun over this town is very peaceful.The sun setting on the clear waters make for a pleasant sight.The color of the water contrasts peacefully with the darker background looks harmonious."
vasily-tropinin_portrait-of-k-g-ravich-1823,amusement,"The man's expression resembles a character from shrek. it's somewhat amusing.His face looks like a comedian who makes fun of his own looks.This man has a lot of character in his face, and he seems like a silly dude."
viktor-vasnetsov_baptism-of-prince-vladimir-fragment-of-the-vladimir-cathedral-in-kiev-1893,awe,"The detailing on the cloth and on the columns is exquisite, and i like the techniques used to make the marble look so real.The details in the textures of the garment are well done. the way jesus catches the light in the center is unique.A saint is being bathed by a bunch of people."
viktor-vasnetsov_bayan-sketch-1880,awe,It is amazing to see the individuals all sitting quite peacefully as they listen to the man.The men have climbed to the top of the hill.These people have conquered all their battles and are now sitting at the top of a hill in victory.
viktor-vasnetsov_nestor-the-chronicler-1893,contentment,The man is writing some notes in his diary.The man appears quite fixated on his work and the readings and writings he must perform.The man is writing some divine prayers in his book.
william-shayer_harvesters-resting,contentment,The kids are relaxing outside with their pet horse and dog.I love the colors of the sky and the clothing on the people.  its such a peaceful and calm scene.The family seems quite adorable in the way they gather together for the portrait.
william-turner_departure-of-the-fleet,awe,"Even though the scene is blurry, i love how the orange and yellow colors make the scene look dreamy.The orange lighting gives it a sense of wonder and warmth.I love how the lighting and colors look like a fire."
william-turner_lake-lucerne,awe,"The sky looks like it's been bathed in the light of a rainbow.This is a really cool picture, the water is calm and like the hazy mountains in the distance.A softly overcast day, it's almost a dreamy state."
william-turner_norham-castle-on-the-tweed,contentment,The colors are soothing and the scene makes me want to ride a boat down that river.The cows are happily drinking from the cool spring water.The three cows are cooling off in the water and getting a drink.I feel very content looking at the cows in the water with the magnificent building in the background.
william-turner_rome-from-mount-aventine,awe,"The lone dark tree on the of the hill in contrast to the light colors in the background.The long tree acts as an umbrella, almost as if it is protecting the beautiful earth below.Time to explore a new way of life."
william-turner_rome-from-the-vatican,awe,"This golden, wide sunlit cityscape feels epic and open and positive. it's like a utopian city scene. the hallways and architecture and nearly every aspect of this scene feels lavish and extravagant.There is so much open space in between the columns.The paintings on the ceiling are a delicate touch."
william-turner_the-pantheon-the-morning-after-the-fire,excitement,The city seems utterly vibrant as the townspeople make their way through their lives.Everybody is busy washing out the streets with water.There appears to be a lot of activity going on in this busy city scene.
william-turner_welsh-bridge-at-shrewsbury,awe,"Looks like a village that i may see in a foreign country duch as italy. beautiful architecture, with buildings that go over a bridge and the hollow part of the brige to let small boats of traffic through.The structure is quite beautiful in the way it stands over the river.The shadows and light on the architecture is detailed. i like the reflection of it in the water too.The buildings look very big and detailed. the sky has a number of big dramatic clouds."
alphonse-mucha_jan-amos-komensky-1918,awe,To be with a crowd anticipating a miracle.This makes me feel peaceful and balanced.  the sky and lone figure sitting are someone i know. gorgeous.The beautiful colors of the sky and landscape are really something to behold.
eliseu-visconti_oreadas,excitement,"It looks like everyone here is having fun naked.The dancing people with raised arms, and the tambourine being played make me feel happy like a celebration is happening which is exciting.The unfettered dancing of the forest folk is exhilarating.  dancing as nature intended it, free and unabashed.The subjects of the painting are happy and lively.A group of people having a good time prancing around naked."
felix-vallotton_autumn-crocuses-1900,contentment,"The big trees pop out of the field and are beautiful and seem to provide some nice shade.I love open fields, especially with a few trees thrown in, i wish i could sit under one and read a book.It reminds me of being in the prarie and being peaceful and content.The painting looks colorful.The pastel colors used are soft, earthy, and subdued."
ferdinand-hodler_jungfrau-massif-and-schwarzmonch-1911,awe,"I am guessin this is mt everest. a site thathas alwys given me a sense of awe.The mountains depicted in this painting are very beautiful.Because i live in the mountains, the painting reminds me of sunrise and the beauty of the morning light.  to be in the mountains in the morning is an amazing time, especially if there was a storm the night before."
ferdinand-hodler_the-day-1900,amusement,"Makes me laugh at the poses the subjects in this painting.The poses of the subjects makes me laugh.I feel amusement because these people seem to be very relaxed, having a good time and are comfortable with themselves."
frantisek-kupka_the-way-of-silence,awe,"Amid the tombs of the pharos.This is  really cool depiction of all the sphinxes - quite unique in my mind.This makes me feel in awe because the sky looks beautiful and the monuments majestic and i would be in complete awe if i were the person in the pictures taking in all of this.The statues and vast night sky make me think of a higher power watching over everything, including the lone walker."
franz-stuck_dissonance-1910,amusement,"The little boys music is defeating the evil man-wolf.I am amused because my kids also bug me playing musical instruments terribly.The baby devil is cute and it's funny that the big devil is disturbed by the music he is playing.Pan is being annoyed by his own instrument is rather funny.The satyr is making me laugh. like, ""shut the hell up, kid! go practice somewhere else!""."
gustav-klimt_lakeside-with-birch-trees-1901,contentment,"The colors are very warm and relaxing.The flowers and the reflection in the water evoke a peaceful feeling.The reflection in the water is peaceful, and the flowers look untouched and pristine, like no one has been there."
gustave-moreau_apollo-vanquishing-the-serpent-python,awe,"The angel burst of the paper with the orange and yellow flames.The way the lights radiate from the women makes me amused.If i saw this in real life, i would automatically believe i was dying and that i was being delivered to god's judgement.The lighting forces you to focus on the figure and makes it seem like an awe inducing spectacle."
harry-clarke_the-year-s-at-the-spring-1920-30,excitement,The glow of the moon and the angle of the broom makes this move in an adventurous way.It looks like he is on a fun ride.The whimisical nature if the main character makes me feel somewhat excited.
harry-clarke_the-year-s-at-the-spring-1920-38,contentment,"The lack of colors and well as the calming subject matter.The woman looks like an angel, in heaven and at peace.A woman standing in her flower garden being as content as she can be."
jacek-malczewski_my-life-return,contentment,The picture is peaceful yet sad and very bright and colorful.The use of open space with very light colors is very calming.The cool blues of the sky are very restive.
koloman-moser_landscape-in-semmering-1913,contentment,High mountains with trees and grasses and top all white.This is a very pleasant landscape with calming colors.This painting depocts the true beauty of nature.
konstantin-bogaevsky_landscape-with-trees-1924,awe,Everything in this picture has a ton of detail. the sky looks violent and it look windy.I love the red leaves on the trees and the way the artist painted the clouds and sky.The white cloud is above the mountain.
konstantin-bogaevsky_romantic-landscape-1914,contentment,"The colors are very warm, like paradise.The mesa and cliffs remind me of views from arizona and new mexico.The majestic and peaceful view makes me want to be in the painting."
konstantin-bogaevsky_the-sun-1906,awe,The radiant sun shining over the group of buildings is very beautiful.  i like how the sun rays seem to extend for a long range.This painting reminds me of the warmer days of winter when the sun starts to shine a little brighter.The bright sunlight shining on the houses reminds me of christmas morning so i am pleased and awed at the serenity.And yet the beauty and warmth of the sunshine still shines even over the inner city poverty.
konstantin-somov_autumn,contentment,The golden and orange colors of the leaves next to the reds of the clothing feel very evocative of a crisp fall day. i feel at ease and cozy seeing this painting.Soft fall colors showed a relaxed mood.I like the image of the women walking in a park with brightly colored leaves on the trees.The details on the leaves changing colors on the trees.
konstantin-somov_book-of-the-marquise-illustration,contentment,"The picture makes me feel good. are we looking at two people kissing? or the silhouette of two bushes? that happen to look like theyre kissing.Reminds me of that scene from punchdrunk love.The two women are kissing amid a beautiful scene, and the way it is captured is beautiful.Like a romantic picture you would fine on a standard romance novel, its cute that its not an over the top exaggerated kiss."
konstantin-somov_female-portrait-and-sketches-of-hands,contentment,This highlights the most distinctive feature of this person; their face.This is  a nice picture it is easy to look at i like how it ends but i am not sure what is happening on the side but it is easy to overlook.I like the outline of her body and facial expression.This woman looks very relaxed and peaceful.
konstantin-somov_firebird-cover-of-the-book,awe,"Angel flying down from the sky to fulfill a wish.Beautiful colors and background, sky is a purplish blue.The patterned fabric and the surronding environment brings out a feeling of tranquility.This outfit and pose make it look like she is flying, like a butterfly."
konstantin-somov_girl-olia-1,contentment,This is a sweet if simple study of a child. there is the beauty of youth here.This pretty child's profile reminds me of a family silhouette portrait.A nice picture with a lot of detaill going towards the features of the face especiallly thr mouth and nose.The eyes of this child look like they can see through any deception.
konstantin-somov_young-woman-asleep,contentment,"The softness of her beauty blends well with the use of blues.The subject in the painting appears to resting very comfortably, and lips almost have a hint of a smile. the shades of blue have a calming effect.You can really really see how content this woman is while she sleeps."
konstantin-vasilyev_avdotya-ryazanochka,awe,The woman looks very confident leading all of those people.The white lines and many people behind the woman make her seem powerful and strong.I would do anything she asked me to do. i feel protected.I feel like this woman is honorably leading this large crowd of people.A female appears to be guiding her flock of followers on the right path.
konstantin-vasilyev_geese,awe,The art is very unique with its own style and perfect finishing.A benevolent young woman lingers under graceful flying swans in a forest clearing.The scenery in this piece is stunning.  it almost feels like i am there.
kuzma-petrov-vodkin_noon-1917,contentment,"This reminds me of a kate bush song called wuthering heights.I know the main focus should be the people of the town, but i just loved the green apple tree!This reminded me of going to amusement parks with my family.I love the use of primary colors in this image. especially this bug yellow apples we see in the foreground."
kuzma-petrov-vodkin_trinity-1915,awe,3 people/angels have heads bowed as if in prayer at the table reminds me of jesus and the archangels.The three bodies all insink seems like a prayer calling.The painting reminds me of my religion and looks beautiful with the people there.
louis-janmot_po-me-de-l-me-16-le-vol-de-l-me,awe,I see two sisters that are helping each other through the difficulties of their life.The golden light and more importantly floating figures conveys a heavenliness.The lady looks like she is such at peace as if someone is taking her to her eternal resting place.The women floating through the blue sky above the water and field is so calming.The two people sitting on the edge of the hill give the image a romantic quality.
martiros-saryan_armenia-1959,contentment,I like the way the lights cast beautiful shadows all over the land.The predominance of orange color reminds of the summer season. the simplicity of the painting also gives people peace of mind.Landscape overlooking a town with a river running through it.
martiros-saryan_gazelles-1926,excitement,"The antelope are all moving quickly. none of their legs are on the ground showing they are in motion.The movement of these deer in the orange and brown background feels like speed.Running gazelles in the bright of day, showing movement, joy in the vivid colors and true scene."
martiros-saryan_mountain-landscape-1926,contentment,"The use of strong shadow on the mountains gives the impression that this is either dawn or dusk.The horses graze peacefully in front of the mountains, and the viewer feels one with nature.I like this one, even though there's not enough detail i still like the camels and those sand dunes, it makes you want to be in that place.The colors yellow and brown work well to set the feeling of peace, with animals grazing.This image has nice shading. i am a fan of the non black/grey shading."
mikalojus-ciurlionis_cliff-at-the-seaside-1905,awe,The shading makes it feel like you're actually walking up a mountain.The stairwell being so close to the cliffs edge is amazing.Blue water and rocks takes me back to outdoors vacation.Good and strong textures of the earth and sea in the background.
mikalojus-ciurlionis_fugue-1908-1,contentment,"The dark green, light green, and blue pine trees. the yellow backgrown. the open space between pine trees gives a peaceful feeling the whole picture.The colors are very soft and gentle and make me feel at peace. i like that it's a picture of nature since it looks very tranquil.Calming watercolor of evergreens & reflection on ice."
mikalojus-ciurlionis_funeral-symphony-ii-1903,excitement,"The bright yellow streaks magnify the suns energy.A new day dawns near an archway. the sun's rays are shining bright. the colors are bold and dramatic, but happy.Radiant yellow light, bold primary colors and stark shapes evoke excitement."
mikhail-nesterov_saint-russia,awe,I love this depiction of a nordic baptism. beautiful colors and a real sense of hope and joy.I feel awe at what appears to be jesus visiting humanity which is always uplifting. it gives a sense of feeling elevated by a heavenly figure.Jesus has come to town and all are there to see him.
mikhail-nesterov_st-olga,awe,The white and gold fancy clothing and cross make the woman seem holy.In awe of the regal and ethereal impression this painting gives.  this person looks very ethereal.This looks like a beautiful angel that is powerful and listens to prayers.
mikhail-nesterov_st-paphnutius-of-borovsk,contentment,"The majority of this painting seems quite serene and soft, with a small cabin near a lake.  i'd like the painting more without the person in it, because the circle around their head seems out of place.The circle around the mans head looks like he is enlightened or in deep thought.I am a big fan of fishing, so even though the image seems dark, it evokes positive emotion.This painting of a man who is fishing by the lake is very calm and soothing."
mikhail-nesterov_tsar-alexei-mikhailovich-1887,contentment,"Formality infuses every aspect of this scene, from the arched wall decorations to the adorned garbs, yet humanity is revealed in two of the women's tilted heads.The clothing on the figures is ornate and exotic, the dark red and brown colors are relaxing.The scene itself is depicted as just important as the individuals, evidenced by the artist's focus on the arches and rugs."
mikhail-nesterov_winter-in-skit-1904,contentment,"The mountains and countryside create a feeling of peace and tranquil.Looks very peaceful. the snow is beautiful and the woman seems to be taking it all in like ""wow, this is amazing"".The colors in the painting are calm and the snow makes the picture looks serene."
mikhail-vrubel_roses-and-orchids-1894,contentment,"A rosebush with cloud and open sky in the background, a very peaceful, restful scene.Feelings of relaxation from the flowers presented in a perfectly round shape. would be a nice addition to a spa like atmosphere.This image is unique and captivating, love the flowers."
mikhail-vrubel_the-flying-demon,awe,"Interesting color choice and style, painting is thought provoking. is this icarus.This painting is just remarkable, colors perfectly blending.Because the portrait portrays a real life angel.This is a neat picture. it looks like a man laying on a big bird or a man who has big wings. i am awed by it.The woman appears to be daydreaming about soaring like a bird."
nicholas-roerich_call-of-the-sky-1935,awe,"Wow! very good work on the lightning strike, plus, mountains at night, and blue!Watching the lightning bolt over the dark mountains.The dark mountains are brooding and dark.  i like how the lightening brightens up the sky against the darkness."
nicholas-roerich_chan-la-nek-1932,contentment,"Quiet village in the mountains, the blues make it look like it is close to dusk with the lights coming from inside the buildings.It would be nice to stay somewhere with an amazing view like this.It looks like a beautiful sunrise in the mountains.I really enjoy the smooth colors of the purple blending into the blue as it goes through the valley where the homes are and then turns back to green on the other side as though the mountain is blocking the homes from the bright sun.The lights of the buildings in the center of the mountain view is a nice contrast to the natural beauty."
nicholas-roerich_gundla-1931,awe,"I love the simple nature of the mountains and the castle.The castle on the edge of the cliff looks imposing below the rugged and stunning mountains in the background.The castle is dwarfed by the massive mountains, making me feel tiny.The building seems like an ancient city discovered in a mountain wildness, and the mountains give an impression of great height and power, they seem so tall it makes the viewer insignificant in comparison."
nicholas-roerich_himalayas-1938-1,awe,To be honest with you i really do admire the men who went there to explore and send back information about the place.The mountains are quiet and cold in the winter snowy months.These white clouds against the mountains make for a heavenly painting.
