painting,domi_emotion,utterance_combined
klavdy-lebedev_svyatoslav-s-meeting-with-emperor-john-as-described-by-leo-the-deacon-1916,anger,The people have very stern looks on their faces and the man in the boat feels like he is being banished.There appears to be some sort of hostilities being presented between the differing groups of people.I don't have a way to contextualize this subject so i don't understand who these men are but they look angry and mean so i don't like having to look at this painting since it isn't pretty either.
konstantin-makovsky_flowers-1,excitement,"This painting makes you want to reach out and touch it . the realism is amazing and the dark background highlights to lush greens and golden oranges, and yellows used in the bunch of flowers..Green and yellow flowers signify wildness and natural strength.A vibrant colorful still life with climbing green vines, bright red and yellow flowers and a dark contrasting background."
konstantin-somov_portrait-of-n-vysotskaya,sadness,"This sketch is actually a little unsettling, mainly because of how the woman's left eye seems like an absence. it's too dark as though there is something wrong.The woman has a sense of sadness around her.A painting of a very beautiful woman looking very sad.The simplicity of this picture shows the grief in her face."
konstantinos-volanakis_argo(4),excitement,"The clear blue skies make it a nice dy to go on an adventure.Nice detail on the ship such as shields strap to the bow, a warrior with a spear, and sun cover over the stern.The reflection of the boat in the water is interesting as it creates new colors."
konstantinos-volanakis_naval-battle-at-lissa-1869,fear,The large ships are on fire.  it is obvious the choppy sea is making it difficult for the life boats to rescue those in the water.The ships looked like they are batted out like toys and the people in the canoe look so fragile.The smoke and sinking ship amongst the choppy waves appear violent and frightening.The dark plumes and redish tones make it look like battle ships going through war.The picture depicting a sea battle with it's dark forboding colors leaves you felling ominous.
m.c.-escher_not_detected_204701,awe,The triangular patterns contrast well with the horizontal lines of the sky.The architecture of the buildings in this image is admirable.The carving is very intricate and realistic looking.
mary-cassatt_bacchante-1872,awe,The woman is very gorgeous as she seems to be playing beautiful music.The look in her face is like she is peacefully playing some music for someone.The woman wears a beautifully adorned dress and bears a sober expression.
mary-cassatt_portrait-of-a-lady-miss-my-ellison-1877,sadness,The child looks like a boy dressed in girls clothing.The small child almost seems like they are trying to hide from someone or something.The child with fan in hand looks to be sad.
max-liebermann_drinking-cow,something else,"Cattle feeding on grasses beneath in the trees without any shepherd.I feel a little bit melancholy when i look at this. i enjoy the simple style, but the sky looks dreary, like the cow's life is somewhat unhappy in this place. i can't tell if s/he's eating or drinking, but there's something that can be kind of tragic about cows, so this doesn't feel happy to me.Bored.  the lines are nice, but the subject matter and the lack of color is pretty mundane."
mikhail-lebedev_in-a-park,awe,The yellows is like the sun is raiseing and its the start of a new day.The swamp looks enchanted with it's yellow glowing light.The image of the trees looks unreal and the colors looks as if the river is glowing in makes you imagine if you were there relaxing in the light of the trees.
mikhail-vrubel_anna-karenina-meets-her-son-1878,fear,"The look on the woman's face is dark, intent, and the child looks afraid or angry!The woman looks as if she has bad intentions with the baby.They greyscale colors and the way the woman is holding the child make me wonder if she is the mom."
mykola-pymonenko_going-home,fear,"The woman hiding her knife behind her back makes her seem very untrustworthy.There is a wonder about what is going to happen next, with the item that the woman is holding behind her back.The woman is going to beat the man with the stick."
mykola-yaroshenko_portrait-of-the-sculptor-l-v-posen-1885,something else,He has a idea to change everything and must record it.Intrigued and amused as initially i thought that the man was doing his nails!I feel curious as to what exactly the bearded man in white is writing on.
n.c.-wyeth_knife-fight-between-pirates,fear,I do not like the fact that they are fighting.The fight appears intense and scary to watch.That man is about to stab the other man!
n.c.-wyeth_the-unwrit-dogma,amusement,I want to know the secret that the fat men are discussing over tea.The mischievous look on the men's faces and bright colors make me laugh.The men are drinking tea and happy to be close to each other.
nicholas-roerich_skulls-1901,fear,"I can imagine these people's pain as they appear to have been brutally murdered.The assortment of skulls feels ominous and the hole and cracks in some of the skulls seems eerie.Skulls on spikes is a very disturbing and scary image.This painting inspires fear.  it looks as if skulls are impaled upon sticks.  the simple black and gray makes this feel threatening.  it appears as if the skull in the top right has a bullet hole in it as well so could this be the aftermath of a tyrant?Skeletons on sticks are a eerie, spooky and scary sight."
nicholas-roerich_walls-of-kremlin-in-novgorod-1903,awe,"The wall of the castle seems to not have been breached by any intruders.I feel awe as this is the great wall of china.  the sun light suggests it is at sunrise or sunset.  i bet that is lovely in real life.The details in the art is really good.It reminds me of the great wall of china, but in a desert.The use of color and shadow gives this painting depth and a sense of realism that is amazing."
nicolae-vermont_the-red-scarf-1925,sadness,The expression on the woman’s face looks sad. it seems like she is trying to hold back tears.The woman in the painting looks very somber.The woman not making eye contact with the camera looks oppressed.Her eye looks red as if she has just cried.The female here looks sad and is about to cry.
nikolai-ge_florence-the-cascina-park,awe,"The mix of greens is absolutely breathtaking and well done.The trees seem to be parting to a yellow like glow.It isn't easy to do a monochromatic painting and have a lot of light and depth, and they really pulled that off here."
nikolai-ge_not_detected_252984,sadness,"The dark colors, his expression and pose makes him look sad.The woman's mouth is covered so she can't breathe.The man looks like he is missing someone and is sad that they are gone.He looks sad and lonely so i feel for him.This is very sad. this person looks lost or homeless. they look cold; by the bright red blanket and the blurred hint of a scarf around the face."
nikolay-bogdanov-belsky_talant,sadness,The artist must deeply depressed while working on this art. the old man's hand position and the womam's eyes are saying many things but sad.He reminds me of a old man that just lost someone and his grandson it comforting him with music.The man looks as though he is despair and the musician looks desperate.The man looks like he's exhausted since his head is in his hands.
nikolay-bogdanov-belsky_talant-and-admirer,sadness,"The man appears to be disappointed with the boys performance. the boy appears to be trying his best.The contrast of the man and the child is exquisite. the man, in darker colors, shows how much he has sacrificed and makes me feel sad. the child, in ligher colors, however, gives me hope for the future. very nice contrast with one another.The old man has his head hung like he is crying and the colors of the painting are so dark and somber."
peder-severin-kroyer_fishermen-hauling-the-net-on-skagen-s-north-beach-1883,awe,"All of the men putting in effort makes it seem like there's a big catch off-canvas.These men are working hard and that is respectable, they look to be giving a great effort.It's colored and drawn so well it looks life like almost."
pyotr-konchalovsky_still-life-1947,disgust,The big brown bag in the back looks like a dead turkey just sitting on the turkey.Someone likes garlic and wine. i hope they not eating that together. yuck.The food looks too much like they are fake.
pyotr-konchalovsky_still-life-meat-and-poultry-1936,disgust,"Slaughtered, partially slaughtered, and dead animals and fowl on a table and hanging from a wall isn't very pleasant to observe.The hanging meat is really creepy and makes me think of the smell.To see the butchered animals cut open is just gross.  i'd rather seem them all together or on a plate fully cooked.The looks of the dead animals make me feel yucky after seeing their guts all over the table.The animals are dead, entrails showing, and i can imagine the smell.The cut open animal on the left makes me feel the most disgust, as well as the way their bodies are hung. although i'm a meat eater, seeing these animals being prepared for butchering is disgusting. i find the way that their bodies hang limply extra off-putting.There is something unnerving about skinned rabbits that bothers me.I feel disgust because there are dead animals hanging from the wall. there even appears to be blood still on one of the animals that is hanging.Dead farm animals hanging on a wall and shelf is gross and disgusting.The skinned chickens and drooped chicken heads have a grotesque effect.The dead birds hanging are pretty gross.The dead animals look sad and really gross because you can see inside of them.There are dead birds in this picture and it makes me feel queasy and uncomfortable.The dead animals on the counter make me sick and make me wonder who did this.The de-skinned carcass of a butchered animal makes me feel rather sickly.The carcasses of the animals make me feel both sick and saddened.Several dead birds and a goat gutted and hung give a stark portrayal of what pantries once may have looked like.The dead animals are painted with such graphic details, it's hard to look at. especially the goat and its head. i owned goats as a child and i couldn't imagine eating them.The dead chickens are horrific to me.The painting realistically depicts what looks like a bunch of slaughtered animals.The dead bodies of the animals make me feel icky due to the guts being spilled.The animals are done well enough that you can tell what they are, but personally i do not find the subject matter appealing. it's frankly kind of gross and off-putting. i would not enjoy seeing it or spend much time observing it if i did. what looks to be a pile of bloody rags on the left side makes me want to not look at it any longer.If anything could make me a vegetarian, this picture of slaughtered animals might just do it.I eat meat but i don't appreciate it being used for decoration.I do not want to see these animals destroyed and gutted, absolutely gross.The birds in various stages of dress is gross.The animals on the wall look very bloody and would probably smell.The arrangement of dead animals is gross, like a morgue for critters.I am disgusted at the dead and bloody chicken and the carcasses. this is a morbid scene that makes me question my unethical meat eating practices that i try to suppress.These dead animals hanging her look gross. i do not like dead bodies of any animal.The bodies of the dead animals are displayed in a gross unappealing manner."
salvador-dali_aurora-s-head-after-michelangelo-detail-of-a-figure-on-the-grave-of-lorenzo-di-medici,awe,"The stones, architecture, and artwork look old and carefully done, it provokes respect and interest in the setting.The scene looks uncomfortable and maybe painful but higly spiritual.Sort of a baffling piece, is this a photograph of art at the end of the stairs? or is the entire piece the artwork? makes one wonder."
salvador-dali_rocks-of-liane-first-version,fear,I feel as if there is dark things on the horizon.The dark colors and tone of the picture make me worried about the woman being in the water by herself.The black-and-white tone with the creepy landscape and mysterious woman makes me a little afraid.
theodor-severin-kittelsen_bjoernen-og-reven(2),amusement,It is hard not to laugh when you see a bear hugging a pig.It looks like an old comic drawing style and it is kinda simple.This is an interesting picture reminds of a friendship between a bear and a pig (bighug).
theodore-gericault_anatomical-pieces,disgust,"The pieces of meat look bloody, and they seem to be decaying.It is disgusting, the butchered parts of body parts all stacked on top of each other.Looks like dismembered bones.The painting depicts a lot of chopped up body parts.This painting seems to depict large chunks of human flesh."
theodore-rousseau_the-forest-of-fontainebleau-1867,something else,"Looks like a creek that will take you anywhere.I dislike the picture because it looks unfinished. the trees look like they are missing a layer of paint, especially towards the top. this makes it seem incomplete. the shading also seems off and it should either be darker or lighter in the forest.Wonder. who is that so gar away? where does the path lead to?"
thomas-eakins_a-negress,sadness,The little black boy looks like he's in extreme pain.A gloomy looking black lady without clothes on.This woman has a weird look on her face and she is naked. those two things combined make me uncomfortable.
thomas-eakins_an-arcadian,awe,I like the details of the person lounging in the sun surrounded by the green landscape.This person is sitting in partially cleared area. they look like they are reflecting on their life.This man is in his toga enjoying the outdoors and the fields here.
thomas-eakins_illustration-for-neelus-peeler-s-conditions-1879,sadness,"That poor kid just wants someone to pay attention to him.There is an air of poverty and resignation about this scene, especially from the child on the floor.A black and white picture of a family sitting on the dinning room of the house, the man is sitting close to the table, while the woman is working on some clothes."
thomas-eakins_study-of-a-girl-s-head-1869,sadness,"The woman looks lost in the darkness that surrounds her. like she is contemplating a lot right now.Her face is barely articulated and she is staring down and her edges are fading into a kind of blackness.Clothed in nothing, she drew her folded arms into her chest and looked at the floor."
thomas-eakins_study-of-an-old-man-1911,sadness,"The mans hands look wrinkled after a long life of work.The old man's hands are worn from many years hard work.The man looks old and tired. his face lacks detail in his eyes, which is a bit unsettling."
thomas-eakins_the-chess-player-1876,excitement,This was the most intense game of chess they've had between them in the last 40 years.The men playing a game of chess makes for an exciting sight.Edison and tesla decide to settle the issue of who will control electric power over a game of chess.
valentin-serov_by-the-window-portrait-of-olga-trubnikova-1886,sadness,The sombre lighting and the pose suggest anguish and grief.The young woman almost seems completely dejected and downcast as she stares downward.The woman's hair looks ratty and her facial expression is very sad.
valentin-serov_herd,something else,"I love the way its painted and the green brown hues, but the cows appear more dead than sleeping.Not terrible. but boring. it's just all brown,tan,yellow. not enough detail, or contrast. smeary watercolor.Looks like a plague has infected this town."
valentin-serov_portrait-of-the-actress-glikeria-fedotova-1905,something else,The setting is very dimmed and the woman seems a bit distressed.She looks like an owl transforming into a human.A fairly old woman wearing a black coat.
vasily-perov_boy-craftsman-1865,sadness,The woman in this photo is barefoot and appears homeless. this is sad.The bare feet and plate make it look as if this person is hungry and poor.The person is on barefoot. seems like he's begging for food.
vasily-perov_portrait-of-sergei-timofeevich-aksakov-1872,amusement,"I am laughing at that funny looking beard.The man had more hair growing out of his chin and then he did from the top of his head at this point in his life.What is up with this guy's beard, looks like a carpet."
vasily-sadovnikov_the-field-marshal-s-hall-of-the-winter-palace-1852,awe,"What an opulent palace! the chandeliers practically drip with gold, and everything from the ceiling to the walls down to the floor is made with intricate detail and luxury.The detail in this room in regards to the gold chandeliers appears majestic and expensive.The chandeliers feature hundreds of candles set in real gold.The ballroom looks very majestic and regal.The scene is so pretty and elegant.The giant chandeliers are truly amazing to witness at that size.Looks like a renaissance scene. meticulously dressed people, elegant art and chandeliers.The golden chandeliers in the mansion makes me feel like i'm in a opulent, luxurious environment.Amazingly ornamented ball room.I feel awe because of the grandeur that is depicted in the painting. there is a large amount of opulence being shown here and it is hard not to be struck my the luxury of it all.The scene is well drawn and depicts an incredible lavish and amazing building, with beautiful paintings ordering the walls, and intricate chandeliers with hundreds of individual candles upon them.The architecture of the room and the chandeliers are like ones of royalty you see in museums in europe.The details in the chandeliers, uniforms and paintings are breathtaking. i am in awe of the skill and attention to detail of the artist. i feel like i am there, taking in the detail and beauty of the room.This room is so fancy, espeically the chandeliers! the people who own it must be really rich!The lighting is great and the details in the flooring and the chandeliers are also great.Wow, how many people can paint a painting of a painting? everything else in this piece is stunning too.It is a finely detailed painting and they took great care to capture the elegance of the palace.The chandeliers hanging overhead are so fine and detailed.I love the sense of scale in this image and a huge chandeliers really give this perspective.The amount of detail in the building and the chandeliers, and the fact that they included a few paintings within the painting is impressive.The hall is grand and elegant due to the chandeliers, the guards, wall arts and the ornaments.The chandeliers are elaborate and fancy, the paintings large and breathtaking.The chandeliers look like giant upside down jellyfish.The details of the architecture and decor are so intricate.This is a grand hall with very high ceilings, beautiful golden chandeliers, and people dressed in fine clothes. very impressive.Complex and detailed paintings like this always make me feel amazed.  even the paintings within the paintings look like effort was put into them.I want to be in the room with the others looking at the life size pictures on the wall and witness the room with all the candles lit.The chandeliers are very opulent and fancy looking giving me a sense of awe.This ballroom is an explicit rendering to the idea of splendor, with its magnificent columns, tilework and crystal chandeliers, wall-hangings and windows. the occupants are also dressed to the nines.  money is no object here, as the coterie of servants attests to.The chandeliers look magnificent in a spacy hall with high ceiling.The chandeliers are very grand and are a large focal point of the artwork.  the room is very large and seems a bit over-bearing."
vasily-sadovnikov_view-of-palace-square-and-winter-palace-in-st-petersburg,awe,"The color contrast between the sky and the ground is amazing. however i am  a little disappointed in the empty space that was wasted in the middle of the crowd? could have thrown in some avian filler, or debris on the ground. just seems a little too tidy for the portrayed time period.The like angelic podium statue has an illusive presence.The cross at the top of the building represents christ's triumph over all.The detail of the buildings is intense.The giant column in the middle of the square is quite beautiful as it seems to look over the entire town."
vasily-surikov_khakasy-with-his-feet-bound-with-chains-1873,sadness,"It looks unfinished, with a faint outline of a woman or angel on the left.  with his scraggly hair, the man looks a little forlorn.The expression on this man's face feels like he has been working hard, upset and tired from a long day.This man looks like he does hard labor, since he's wearing the boots of a construction worker."
vasily-surikov_the-apostle-paul-explains-the-tenets-of-faith-in-the-presence-of-king-agrippa-his-sister-1875,excitement,The glow of the men sitting down look like they are empierors sitting listening to their subjects.The debate shown seems quite lively and i find the individuals quite heated.The men appear to be in a important debate in my opinion.
vasily-vereshchagin_carved-pillar-in-the-refectory-of-the-petropavlovsk-church-in-the-village-puchugi-in-vologda-1894,awe,The swirling lines in the post are an amazing touch.The column is beautiful since it looks like it has so much braiding.To think of all the detail in that woodwork that someone made by hand is just incredible.
vasily-vereshchagin_in-defeated-moscow-arsonists-or-shooting-in-the-kremlin-1898,fear,"Men's bodies are strewn all over the ground en mass.The bodies on the floor foreshadow the fates of the men standing along the wall.The piles of bodies on the the ground just under the haze from gun smoke sort of hides the prisoners in the background, but you know what is going to come for them as well."
vasily-vereshchagin_japanese-beggar,amusement,It looks like he has waste bucket on his head.The man is wearing an upside-down basket on his head.The person with the basket on their head is quite hilarious. it makes me feel they were punished and were required to wear it.
viktor-vasnetsov_beggars-singer-pilgrims-1873,sadness,The expressions of the people surrounding the man on the ground give a real feeling of hopelessness.The brown tones of the mens outfits reflect the colors of the ground.For years the poor have fed the poor.The man sitting down on the ground look extremely distressed as if something bad has just happened.
vincent-van-gogh_cart-with-black-ox-1884(1),sadness,"The position of the cattle and the cart makes me think the cow has been overworked.This ox looks very week and feeble. it's legs are so thin, they look like bones.Someone who has worked very hard today....even the cow is tired.That poor cow looks like it has a heavy load on their shoulders. i feel depressed looking at this."
vincent-van-gogh_churchyard-in-the-rain-1883(1),sadness,"This cemetery looks very sad in the rain. some of the crosses look like it is sliding into the water.The men are digging a hole into the ground for a grave.Dreary colors, dark figures (mourners?) the size of the grave and number of crosses may mean a mass burial is about to occur.The black and beige colors are depressing and there are crosses in the center with men digging deep ditches. it reminds me of the holocaust.Some people are digging holes for the graves.I'm pretty sure the two men are digging graves, since there is a cross marker placed near them. such a depressing, gloomy looking scene.The painting is just kind of dark. it looks like they're digging a grave or something based on the cross.Well the picture seems to be people like in a grave yard about to be burying a person. also picture is so colorless its just so dull.There is only sadness for what looks like digging graves in the rain.Very bleak, grave diggers against a monochrome background.I feel a tragic sadness looking at this because the people are digging a grave.Everybody is digging up holes for the dead people.The digging of a mass grave with the grim reaper watching.Buckets of rain are falling from the dimly lit sky.It looks like these gentlemen are digging some sort of grave, which is really sad.The subdued neutral tones add to the sadness of this graveyard scence. one man in the foreground is digging with a shovel. a cross and small casket shaped box are visible.It looks like they are digging a grave for someone.Everybody is looking over at the tombstones.The yellow color and the downward brushstrokes all give this image the feeling that the end is near. we're left to wonder if that shadowy figure is the grim reaper admiring his latest work.The sepia tone give a dark uncomfortable feeling.I feel sad looking at this depiction of a burial.  the cross is a nice touch.I grieve for these men digging a grave in the rain as showdowed figgers stoop past behind them.It looks like heavy sheets of rain are falling on the workers outside.Looks like another miserable day for the yard workers.The figures look to be digging graves in a lonely graveyard.Gosh, it looks like they're digging graves. how depressing. however, the color of the painting also gives off a dreary effect, such that if it were done in color with green grass and blue skies i might actually enjoy the work.I feel a tragic, depressed, sadness when i look at this because the people digging seem to be digging a grave. it makes me feel like they're losing something and someone important.A morbid drawing, pencil sketching of a mass grave being dug by only two fellow with others people walking about.The darkness of the picture reflects well with the fact the men are digging graves.The men dig graves, as if people have suddnely died.Heavy sheets of rain are falling on these people working in the field.The scene is sad because someone has died, the colors are drab and it has a lonely figure waiting for them to finish."
vincent-van-gogh_interior-with-peasant-woman-sitting-near-the-fireplace-1885-1,sadness,The fact that the drawing is all black and gray makes the scene feel sad along with the fact that you cannot even see the expression on the woman's face. she sort of blurs into the rest of the scene.The black and white is taking all the happy emotion out of it.The woman has a very primitive kitchen so cooking is probably inconvenient for her.
vincent-van-gogh_man-with-his-head-in-his-hands-1882,sadness,The man looks sad and miserable like he heard some terrible news that shattered his very soul.The man collapses into his hands as he fills with sorrow.The man's downward gaze me me feel he is suffering a great loss.The man looks like he's crying in desperation.
vincent-van-gogh_mills-in-the-neighbourhood-of-dordrecht-1877,fear,"The windmills, clouds and grass are ominously dark albeit the yellow atmosphere.The dark shapes of windmills give a menacing form over the rest of the field.The windmills on the hillside remind me of machinery and war.The darkness of the sky and everything else is super scary."
vincent-van-gogh_miners-wives-carrying-sacks-of-coal-1882,sadness,Here is a 19th century version of bag ladies.Several women carrying heavy sacs on their backs.The colors are dreary and the people are hunched over. they look uncomfortable.I find the hunched backs to be quite sad as the workers all stroll together. the dark birds in the distant seem to be haunting.
vincent-van-gogh_orphan-man-with-cap-head-1883,sadness,"A very old man wearing a very sad and teary look on his grown face.The way the old man's back is hunched seems that he has worked too hard during his lifetime. the dark colors seem like he has no life left in him.The man refuses to look at the audience, suggesting self-esteem issues."
vincent-van-gogh_peasant-lifting-potatoes-2-1885,something else,"More or less interested in what the person is doing. looks like he's on a beach but not really dressed that way, would wonder what's actually going on.Another fellow working in the field pencil sketching, no facial features to be distinguished, not sure if the face is cover or artist just didn't draw a face on purpose.This image makes me uncomfortable because the subjects face is missing, and because of the strong, harsh, lines used."
vincent-van-gogh_peasant-woman-carrying-a-sheaf-of-grain-1885,sadness,"This gray, drab looking woman burdened with a heavy bale of hay looks downtrodden and sad.The worker's expression and the dimly lit scene give it a sad feel.A quick pencil drawing in a moment of this hardworking lady's day."
vincent-van-gogh_peasant-woman-head,sadness,"The old woman's face looks very tired, with dark circles under her eyes. she looks like she's had a hard life.The woman has heavy bags underneath her eyes.It looks like she has a shiner underneath her eye.The woman has a blackened eye from an injury and she is ashamed with her eyes looking down.The woman's gaze seems quite downcast and makes me think she has lost something or someone."
vincent-van-gogh_peasant-woman-head-1884-1,sadness,"The woman looks like she's very sad about something.The woman looks worn down and depressed.The frown, and the deavy eyelids, make her look sad, or tired, or both."
vincent-van-gogh_peasant-woman-stooping-to-the-left,sadness,"This looks like a slave who's back is soo kyphotic from bending over consistently.The woman's back is arched, so she's going to be in pain.It looks like a rough sketch maybe done in haste, but the figure looks to be hurt based on the posture."
vincent-van-gogh_shepherd-with-flock-near-a-little-church-at-zweeloo-1883,fear,"Something in the black shadows and dark outlines surrounding the church seems scary.This looks like an intro or setting for a horror movie. very dark, just waiting for something to come out and grab you for its next meal. the trees look like they are fading into nothing.The church and tree are very dark and when paired with the empty background they seem to ominously loom over everything around them.This scene looks dark and foreboding since the house, trees, and grass are all black.The dark man slowly approaching the building gives me pause as he looks on."
vincent-van-gogh_sorrow-1882-2,sadness,"The scraggly hair and the deflated breasts of the female figure, along with her bowed head, do indeed evoke sorrow.The woman's posture looks tired and defeated.The disappointment women often feel about who they are can be very depressing.Sad painting showing a girl who is suffering from depression."
vincent-van-gogh_soup-distribution-in-a-public-soup-kitchen-1883,sadness,"The picture is so dark, and the expressions on the people seem very sad, like they don't have much.The people all have very serious facial expressions. the all black drawing adds to the sense of gloom.The subjects appear sad due to their downward casts and solemn expressions."
vincent-van-gogh_st-catharina-s-church-at-eindhoven-1885,fear,The very scribbly nature of this sketch combined with the haunting church and dead tree in the front make this picture a bit anxiety inducing.This is a very creepy looking church looks like a black metal band album cover.Spooky and dark buildings of gray are a bit on the frightening side.
vincent-van-gogh_three-hands-two-with-knives,fear,"I love the drawings and the details of the nails and joints are amazing. it looks like a knife used to kill someone, this is frightening.This drawing looks like depression to me and feels dark.It appears the hands are holding weapons, and i would not feel comfortable seeing this in real life."
vincent-van-gogh_two-studies-of-a-cottage-1885,fear,The shadows and lack of details around the tree make it seem scary.The house looks haunted with the creepy tree in front.The shadows are scary. the house's dim lighting and the creepy trees scare me too.
vincent-van-gogh_weaver-1884-1,sadness,"The look on the man's face seems hopeless, like he's been chewed up by life and spit out.The man looks like a shop owner who hasn't had business in a while.The man has a very somber expression on his face."
vincent-van-gogh_weaver-with-other-figures-in-front-of-loom-1884,something else,"Four people with two standing and the other two on their knees.The line strokes here are very lazely done, and the art style isn't appealing to me.People hard at work, grinding away another day."
vincent-van-gogh_woman-sewing-with-a-girl-1883,sadness,The dark colors and sketch lines used look like they reflect the young girl sitting sad.The way this child is sitting makes it feel as if she is being neglected by her mother.This little girl looks very sad. the mom is fixing something and the little girl is just sitting  there and appears to be pouting.
vladimir-makovsky_congratulations-1878,amusement,The stout couple seem to be sharing a comical moment with each other.This looks like a jolly scene with all the bright colors.An old woman is trying to persuade a skeptical older gentleman .
william-adolphe-bouguereau_the-veil-1898,awe,"I just love the way the artist is able to shade the woman correctly because she is blocking off some of the light with her long silk scarf.An angelic beauty of a lady peeping from under her white veil.The woman is portrayed as equally beautiful and playful, and the folds of the dress are perfectly depicted!"
william-adolphe-bouguereau_two-sisters-1901,awe,The girls are showing familial affection in their closeness.I just think that those two sisters are adorable.The two girls look lovely in the white and look like siblings.
winslow-homer_canoe-in-the-rapids,excitement,The two boys look like tom sawyer and huckleberry finn rowing off to freedom and their next adventure.The travelers seem quite ready to take on the next new adventure.The water looks pretty lively for such a small canoe.
winslow-homer_salt-kettle-bermuda,awe,"The beauty of the water is quite pronounced in the way the ripples even show the details of the houses beyond.I love the reflection in the water...its really beautiful and makes everything seem so vibrant.The buildings are reflected in the water, showing how crystal clear the water is."
winslow-homer_storm-bahamas,fear,The palm trees are about to blow over in the wind.It looks like a hurricane coming take cover.There is a desolate feel to this painting of a dark storm in the tropics.
allan-ramsay_robert-wood,awe,The eyes and papers imply a powerful scholar.Nice shading and contour.The details on this painting is amazing. especially on the hair and coat and paper on the desk. i am amazed by it.
benjamin-west_american-commissioners-of-the-preliminary-peace-agreement-with-great-britain,something else,"When i look at this painting i feel a sense of hostility and frustration. there appears to be many minds at work here all with a difference of opinion.the look on their faces brings to mind the ""parties"" into days media.Im confused on the meaning oh this painting. not sure how i feel about it.This painting makes me feel american. the people in the painting and the period of time captured in the painting all contribute to me feeling american and patriotic. the style of painting along with the muted colors and blurred edges all seem fitting for the context and subject of the painting."
benjamin-west_elizabeth-calvert,sadness,"This picture is blurry and poorly restored, which makes me feel sad.There is a sense of emptiness in her eyes.Her eyes evoke loneliness."
benjamin-west_epponia-giving-bread-to-her-husband-sabinus-in-concealment,fear,I feel fear when i look at this painting because the woman seems to be looking at something that scares her.The family peoples are afraid of something.The young boys are terrifying to look at.The faces look scared or unsure.
benjamin-west_portrait-of-the-drummond-family-1781,awe,I really like this style of painting.  the people look very realistic.  the painting also seems to tell a story.The detail on the three people in the painting is very well done.A studious man is teaching lessons.
benjamin-west_two-angels-singing,awe,The use of black is great to see.The angels are singing happily against a clear sky.I am in awe of the angel wings because they appear fluffy like peacock feathers.
bernardo-bellotto_grand-canal-view-from-north-1738,excitement,"The canals are very busy and people look to be all working and making money, and are likely moving at a fast pace.This arouses my senses. i can almost hear the commotion and smell the scents coming from this scene.The bustle of the city and people makes it look exciting."
bernardo-bellotto_the-freyung-1761,awe,"The detail on the buildings is exquisite, it's almost like your there watching.It's amazing to think that this is a paining and not just a photograph.Amazing how the times changed.The architecture of the building is amazing."
bernardo-bellotto_the-schloss-hof-garden-side-1758,awe,"The serene look of the formal gardens and beautiful house show the grandeur of what humans can make.Wow, this almost looks like a photograph. the artist is very talented and did a remarkable job with the colors and making it realistic.The estate seems very regal and sprawling."
canaletto_scala-dei-giganti-1765,awe,"It looks so realistic right down to the details on the window shades.It has beautiful depictions.The stairs look very grand, the weather looks glorious."
carl-ludwig-johann-christineck_portrait-of-tishin,amusement,"The roundness of his belly compared to the rest of belly is quite amusing.The man pictured is obviously wealthy, opulent and also overweight which is humorous.He is chubby.I like the green coat the man is wearing."
dmitry-levitzky_lamb-ivan-varfolomeevich-1799,something else,"This looks a like old man who might be a general with a white wig on.Interested - dont know who it is, but he was distinguished and well decorated. painting is very well done to show medals so well.The man looks tired and like he can't focus."
dmitry-levitzky_portrait-of-countess-ursula-mniszek-1782,amusement,"She looks happy, ready to party. the outfit and the smile makes the picture enjoyable.The woman's hairstyle is very eye-catching.There is a personality coming through the painting.  she is funny, charming, and curious."
dmitry-levitzky_portrait-of-v-i-and-m-a-mitrofanovs,something else,"This painting makes me feel curious. who are these people? they have interesting expressions. hers is a little smug. i want to know their story.These people are very happy and proud of each other.This is very well done but i'm confused because he looks sad, close to tears, but she looks quite amused."
francois-boucher_adoration-of-the-magi-1760,fear,There is a suggestion of violence in the scene.The scene in the painting looks quite sad and scary with the men on the left.The appearance of the angel and the way the men hold their arms outstretched toward the baby being held by a woman create a dramatic scene and i wonder if the baby is dying.
fyodor-rokotov_portrait-of-catherine-ii-repeat-version-of-a-portrait-after-1768,something else,"This makes me curious. who is she? she must have been wealthy, but she has an enigmatic smile.It's somewhat dark, the blue looks like a reflection in the glass, and it's a generic portrait.Neutrality. the only ""art"" i see in portraits such as this one is how well the artist captured the likeness of the person."
giovanni-battista-tiepolo_allegory-of-strength-and-wisdom-1743,awe,The girl in red is being taken to heaven by an angel.The scene is very powerful and the falling baby makes it.We always knew the are angels are in the clouds traveling up into another realm.The way they are presented together is interesting and intriguing to know the story behind it.
giovanni-battista-tiepolo_the-institution-of-the-rosary-1739,something else,"This is both beautiful yet sad, as soldiers are dying on the steps but the heavens have opened up to allow healing from their angels.I would have a feeling if i knew what this was trying to show.Angels looking over their beloveds in a time of crisis makes me feel both happy and sad."
giovanni-battista-tiepolo_the-rape-of-europa,amusement,The individual in white appears to be getting a pedicure and their hairstyle while cupids look on.The excitement is palpable as men interact with celeste yours feeling of all the possibilities grace flow through your mind.A man being judged by the his peers on a mountaintop with cupids exmaining his judgement.
